Age,Gender,Relationship,Occasion,Budget,MaxBudget,Gift,Rating,Link,Image Link,Interest
26,Female,For Her,Friendship day,2000,3000,Hyatt Hotels Digital Gift Card,4.3,https://www.flipkart.com/hyatt-hotels-digital-gift-card/p/itm1d2f30feac3d1?pid=GVOFZHHS7KJRDAZS&lid=LSTGVOFZHHS7KJRDAZSVLSTZL&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_33&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_3_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_7ZS4D4BETKXL_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_3_NA_view-all_6&fm=neo%2Fmerchandising&iid=9650d116-3ed7-49b1-a536-b011778042cc.GVOFZHHS7KJRDAZS.SEARCH&ppt=clp&ppn=the-gift-card-store&ssid=j6cz1vbd000000001683133376162,https://rukminim1.flixcart.com/image/612/612/xif0q/e-gift-voucher/e/i/q/open-anyone-hyatt-hotels-10000-original-imagmmfskrj4ee6s.jpeg?q=70,Travel
59,Male,For Him,Birthday,2000,3000,makemytrip Holiday Digital Gift Card,4.3,https://www.flipkart.com/makemytrip-holiday-digital-gift-card/p/itm02ef100c33aff?pid=GVOFWFMCWGF3SPZQ&lid=LSTGVOFWFMCWGF3SPZQO0JAJA&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_37&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_3_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_7ZS4D4BETKXL_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_3_NA_view-all_6&fm=neo%2Fmerchandising&iid=9650d116-3ed7-49b1-a536-b011778042cc.GVOFWFMCWGF3SPZQ.SEARCH&ppt=browse&ppn=browse&ssid=j6cz1vbd000000001683133376162,https://rukminim1.flixcart.com/image/612/612/kfmv9u80/e-gift-voucher/y/f/6/holiday-makemytrip-1000-original-imafwfp2hrcddr2n.jpeg?q=70,Travel
69,Female,Mother,Mother's Day,49000,3000,Taj Hotels Hotels Digital Gift Card,4.3,https://www.flipkart.com/taj-hotels-digital-gift-card/p/itmfa67953b7ffbd?pid=GVOFW223CRHGP4TX&lid=LSTGVOFW223CRHGP4TXOLNXZP&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_2&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_3_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_7ZS4D4BETKXL_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_3_NA_view-all_6&fm=neo%2Fmerchandising&iid=9650d116-3ed7-49b1-a536-b011778042cc.GVOFW223CRHGP4TX.SEARCH&ppt=browse&ppn=browse&ssid=j6cz1vbd000000001683133376162,https://res.cloudinary.com/lastminute-contenthub/image/upload/v1606123669/DAM/Co-Marketing/Gift%20Voucher%20Platform%20%28/static%29/Preview%20images/Preview_image_lm_UK.jpg,Travel
58,Male,Father,Father's Day,47000,3000,The Postcard Hotel Digital Gift Card,4.3,https://www.flipkart.com/postcard-hotel-digital-gift-card/p/itm93eec10b50005?pid=GVOGYGJYHZJECX6X&lid=LSTGVOGYGJYHZJECX6XPUF2FS&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_6&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_3_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_7ZS4D4BETKXL_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_3_NA_view-all_6&fm=neo%2Fmerchandising&iid=9650d116-3ed7-49b1-a536-b011778042cc.GVOGYGJYHZJECX6X.SEARCH&ppt=browse&ppn=browse&ssid=j6cz1vbd000000001683133376162,https://res.cloudinary.com/lastminute-contenthub/image/upload/v1606123669/DAM/Co-Marketing/Gift%20Voucher%20Platform%20%28/static%29/Preview%20images/Preview_image_lm_UK.jpg,Travel
55,Male,Husband,Anniversery,9800,3000,yatra Digital Gift Card,4.3,https://www.flipkart.com/yatra-digital-gift-card/p/itmf5816e0e1af56?pid=GVOFW8FK87HKJS4K&lid=LSTGVOFW8FK87HKJS4KGDIVZS&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_10&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_3_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_7ZS4D4BETKXL_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_3_NA_view-all_6&fm=neo%2Fmerchandising&iid=9650d116-3ed7-49b1-a536-b011778042cc.GVOFW8FK87HKJS4K.SEARCH&ppt=browse&ppn=browse&ssid=j6cz1vbd000000001683133376162,https://res.cloudinary.com/lastminute-contenthub/image/upload/v1606123669/DAM/Co-Marketing/Gift%20Voucher%20Platform%20%28/static%29/Preview%20images/Preview_image_lm_UK.jpg,Travel
32,Female,For Her,New year,9800,3000,makemytrip Holiday Digital Gift Card,4.3,https://www.flipkart.com/makemytrip-holiday-digital-gift-card/p/itmb3a8660168be1?pid=GVOGGJN9NEHRGWDJ&lid=LSTGVOGGJN9NEHRGWDJB64CGI&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_14&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_3_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_7ZS4D4BETKXL_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_3_NA_view-all_6&fm=neo%2Fmerchandising&iid=9650d116-3ed7-49b1-a536-b011778042cc.GVOGGJN9NEHRGWDJ.SEARCH&ppt=clp&ppn=the-gift-card-store&ssid=j6cz1vbd000000001683133376162,https://res.cloudinary.com/lastminute-contenthub/image/upload/v1606123669/DAM/Co-Marketing/Gift%20Voucher%20Platform%20%28/static%29/Preview%20images/Preview_image_lm_UK.jpg,Travel
25,Male,For Him,Christmas,10000,3000,Hyatt Hotels Digital Gift Card,4.3,https://www.flipkart.com/hyatt-hotels-digital-gift-card/p/itmd3661cc4eb3f0?pid=GVOFZHHUFNCE9VFG&lid=LSTGVOFZHHUFNCE9VFGUMGQHH&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_18&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_3_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_7ZS4D4BETKXL_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_3_NA_view-all_6&fm=neo%2Fmerchandising&iid=9650d116-3ed7-49b1-a536-b011778042cc.GVOFZHHUFNCE9VFG.SEARCH&ppt=browse&ppn=browse&ssid=j6cz1vbd000000001683133376162,https://res.cloudinary.com/lastminute-contenthub/image/upload/v1606123669/DAM/Co-Marketing/Gift%20Voucher%20Platform%20%28/static%29/Preview%20images/Preview_image_lm_UK.jpg,Travel
49,Female,Sister,New year,4900,3000,Taj Hotels Hotels Digital Gift Card,4.3,https://www.flipkart.com/taj-hotels-digital-gift-card/p/itmd0cb25b28c32b?pid=GVOFW2238A4EZGGE&lid=LSTGVOFW2238A4EZGGE4K6ROM&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_22&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_3_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_7ZS4D4BETKXL_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_3_NA_view-all_6&fm=neo%2Fmerchandising&iid=9650d116-3ed7-49b1-a536-b011778042cc.GVOFW2238A4EZGGE.SEARCH&ppt=browse&ppn=browse&ssid=j6cz1vbd000000001683133376162,https://res.cloudinary.com/lastminute-contenthub/image/upload/v1606123669/DAM/Co-Marketing/Gift%20Voucher%20Platform%20%28/static%29/Preview%20images/Preview_image_lm_UK.jpg,Travel
62,Male,Colleague,Birthday,4800,3000,ITC Hotels Digital Gift Card,4.3,https://www.flipkart.com/itc-hotels-digital-gift-card/p/itm00f4010660846?pid=GVOFZYV3FCX5H5U2&lid=LSTGVOFZYV3FCX5H5U2QT3K0L&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_26&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_3_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_7ZS4D4BETKXL_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_3_NA_view-all_6&fm=neo%2Fmerchandising&iid=9650d116-3ed7-49b1-a536-b011778042cc.GVOFZYV3FCX5H5U2.SEARCH&ppt=browse&ppn=browse&ssid=j6cz1vbd000000001683133376162,https://res.cloudinary.com/lastminute-contenthub/image/upload/v1606123669/DAM/Co-Marketing/Gift%20Voucher%20Platform%20%28/static%29/Preview%20images/Preview_image_lm_UK.jpg,Travel
25,Male,Friend,Friendship day,2820,3000,The Postcard Hotel Digital Gift Card,4.3,https://www.flipkart.com/postcard-hotel-digital-gift-card/p/itm8c075a0884f97?pid=GVOGYGGNWHNH9MVC&lid=LSTGVOGYGGNWHNH9MVCZ7FVI7&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_30&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_3_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_7ZS4D4BETKXL_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_3_NA_view-all_6&fm=neo%2Fmerchandising&iid=9650d116-3ed7-49b1-a536-b011778042cc.GVOGYGGNWHNH9MVC.SEARCH&ppt=clp&ppn=the-gift-card-store&ssid=j6cz1vbd000000001683133376162,https://res.cloudinary.com/lastminute-contenthub/image/upload/v1606123669/DAM/Co-Marketing/Gift%20Voucher%20Platform%20%28/static%29/Preview%20images/Preview_image_lm_UK.jpg,Travel
26,Male,Colleague,Birthday,1970,3000,Uber Digital Gift Card,4.3,https://www.flipkart.com/uber-digital-gift-card/p/itmbc10a01d641c4?pid=GVOFW25XG96XQWAF&lid=LSTGVOFW25XG96XQWAFQOYK4O&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_34&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_3_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_7ZS4D4BETKXL_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_3_NA_view-all_6&fm=neo%2Fmerchandising&iid=9650d116-3ed7-49b1-a536-b011778042cc.GVOFW25XG96XQWAF.SEARCH&ppt=clp&ppn=the-gift-card-store&ssid=j6cz1vbd000000001683133376162,https://res.cloudinary.com/lastminute-contenthub/image/upload/v1606123669/DAM/Co-Marketing/Gift%20Voucher%20Platform%20%28/static%29/Preview%20images/Preview_image_lm_UK.jpg,Travel
35,Female,Colleague,New year,2463,3000,Uber Digital Gift Card,4.3,https://www.flipkart.com/uber-digital-gift-card/p/itm3b3d7678a6afe?pid=GVOFW25YPW63PZDS&lid=LSTGVOFW25YPW63PZDSLSUINU&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_38&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_3_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_7ZS4D4BETKXL_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_3_NA_view-all_6&fm=neo%2Fmerchandising&iid=9650d116-3ed7-49b1-a536-b011778042cc.GVOFW25YPW63PZDS.SEARCH&ppt=browse&ppn=browse&ssid=j6cz1vbd000000001683133376162,https://res.cloudinary.com/lastminute-contenthub/image/upload/v1606123669/DAM/Co-Marketing/Gift%20Voucher%20Platform%20%28/static%29/Preview%20images/Preview_image_lm_UK.jpg,Travel
45,Male,Father,New year,23500,3000,The Postcard Hotel Digital Gift Card,4.3,https://www.flipkart.com/postcard-hotel-digital-gift-card/p/itm59a2d68d8aa99?pid=GVOGYGGYFHWPEGBG&lid=LSTGVOGYGGYFHWPEGBGH64ITR&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_3&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_3_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_7ZS4D4BETKXL_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_3_NA_view-all_6&fm=neo%2Fmerchandising&iid=9650d116-3ed7-49b1-a536-b011778042cc.GVOGYGGYFHWPEGBG.SEARCH&ppt=browse&ppn=browse,https://rukminim1.flixcart.com/image/612/612/klb78nk0/e-gift-voucher/h/i/l/open-the-postcard-hotel-3000-original-imagyggmhzqghqzd.jpeg?q=70,Travel
32,Female,Wife,Anniversery,9600,3000,ITC Hotels Digital Gift Card,4.3,https://www.flipkart.com/itc-hotels-digital-gift-card/p/itme843ed528b460?pid=GVOFZYV9BVXZWZKH&lid=LSTGVOFZYV9BVXZWZKHZBVC2O&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_7&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_3_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_7ZS4D4BETKXL_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_3_NA_view-all_6&fm=neo%2Fmerchandising&iid=9650d116-3ed7-49b1-a536-b011778042cc.GVOFZYV9BVXZWZKH.SEARCH&ppt=clp&ppn=the-gift-card-store&ssid=j6cz1vbd000000001683133376162,https://rukminim1.flixcart.com/image/612/612/kk5rgy80/e-gift-voucher/h/u/s/open-itc-hotels-1000-original-imafzkchemwjmyhh.jpeg?q=70,Travel
65,Male,Husband,Anniversery,9400,3000,The Postcard Hotel Hotels Digital Gift Card,4.3,https://www.flipkart.com/postcard-hotel-hotels-digital-gift-card/p/itm0b0fb8e40442e?pid=GVOGYGZ2FXWTGZZ7&lid=LSTGVOGYGZ2FXWTGZZ7OEQ4SQ&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_11&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_3_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_7ZS4D4BETKXL_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_3_NA_view-all_6&fm=neo%2Fmerchandising&iid=9650d116-3ed7-49b1-a536-b011778042cc.GVOGYGZ2FXWTGZZ7.SEARCH&ppt=browse&ppn=browse,https://rukminim1.flixcart.com/image/612/612/klb78nk0/e-gift-voucher/h/i/l/open-the-postcard-hotel-3000-original-imagyggmhzqghqzd.jpeg?q=70,Travel
35,Male,Brother,Birthday,9800,3000,Taj Hotels Hotels Digital Gift Card,4.3,https://www.flipkart.com/taj-hotels-digital-gift-card/p/itm4c5085e82bf70?pid=GVOFW223GGT5T8RK&lid=LSTGVOFW223GGT5T8RKJFXVIW&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_15&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_3_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_7ZS4D4BETKXL_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_3_NA_view-all_6&fm=neo%2Fmerchandising&iid=9650d116-3ed7-49b1-a536-b011778042cc.GVOFW223GGT5T8RK.SEARCH&ppt=browse&ppn=browse,https://rukminim1.flixcart.com/image/612/612/kfmv9u80/e-gift-voucher/8/r/k/hotels-taj-hotels-10000-original-imafw2235bfjm3zx.jpeg?q=70,Travel
49,Female,Sister,Birthday,10000,3000,makemytrip Holiday Digital Gift Card,4.3,https://www.flipkart.com/makemytrip-holiday-digital-gift-card/p/itmeaf4743f39037?pid=GVOFWFMGR4E4GXJM&lid=LSTGVOFWFMGR4E4GXJMBHCGKI&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_19&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_3_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_7ZS4D4BETKXL_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_3_NA_view-all_6&fm=neo%2Fmerchandising&iid=9650d116-3ed7-49b1-a536-b011778042cc.GVOFWFMGR4E4GXJM.SEARCH&ppt=clp&ppn=the-gift-card-store&ssid=j6cz1vbd000000001683133376162,https://rukminim1.flixcart.com/image/612/612/kfmv9u80/e-gift-voucher/y/f/6/holiday-makemytrip-1000-original-imafwfp2hrcddr2n.jpeg?q=70,Travel
53,Female,Wife,Christmas,4700,3000,The Postcard Hotel Digital Gift Card,4.3,https://www.flipkart.com/postcard-hotel-digital-gift-card/p/itm26a9857332a2d?pid=GVOGYGGRUUZ42DHY&lid=LSTGVOGYGGRUUZ42DHYTGD6JV&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_23&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_3_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_7ZS4D4BETKXL_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_3_NA_view-all_6&fm=neo%2Fmerchandising&iid=9650d116-3ed7-49b1-a536-b011778042cc.GVOGYGGRUUZ42DHY.SEARCH&ppt=clp&ppn=the-gift-card-store&ssid=j6cz1vbd000000001683133376162,https://rukminim1.flixcart.com/image/612/612/klb78nk0/e-gift-voucher/h/i/l/open-the-postcard-hotel-3000-original-imagyggmhzqghqzd.jpeg?q=70,Travel
46,Male,Husband,Christmas,5000,3000,Hyatt Hotels Digital Gift Card,4.3,https://www.flipkart.com/hyatt-hotels-digital-gift-card/p/itmfa36c702dbfa0?pid=GVOFZHHT9ZVDKBYV&lid=LSTGVOFZHHT9ZVDKBYVXT6JQS&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_27&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_3_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_7ZS4D4BETKXL_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_3_NA_view-all_6&fm=neo%2Fmerchandising&iid=9650d116-3ed7-49b1-a536-b011778042cc.GVOFZHHT9ZVDKBYV.SEARCH&ppt=clp&ppn=the-gift-card-store&ssid=j6cz1vbd000000001683133376162,https://rukminim1.flixcart.com/image/612/612/xif0q/e-gift-voucher/e/i/q/open-anyone-hyatt-hotels-10000-original-imagmmfskrj4ee6s.jpeg?q=70,Travel
28,Male,For Him,Friendship day,2425,3000,EaseMyTrip Digital Gift Card,4.3,https://www.flipkart.com/easemytrip-digital-gift-card/p/itme1e7666d801ba?pid=GVOGHVCF9HXYHDPV&lid=LSTGVOGHVCF9HXYHDPV2AM8AU&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_31&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_3_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_7ZS4D4BETKXL_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_3_NA_view-all_6&fm=neo%2Fmerchandising&iid=9650d116-3ed7-49b1-a536-b011778042cc.GVOGHVCF9HXYHDPV.SEARCH&ppt=clp&ppn=the-gift-card-store&ssid=j6cz1vbd000000001683133376162,https://rukminim1.flixcart.com/image/612/612/xif0q/e-gift-voucher/m/8/m/open-anyone-easemytrip-10000-original-imaghvcfqkentrzn.jpeg?q=70,Travel
24,Female,For Her,Friendship day,2450,3000,yatra Digital Gift Card,4.3,https://www.flipkart.com/yatra-digital-gift-card/p/itm6b22a3e7c1652?pid=GVOFW8FBDXP9FEX7&lid=LSTGVOFW8FBDXP9FEX7OGKTQN&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_35&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_3_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_7ZS4D4BETKXL_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_3_NA_view-all_6&fm=neo%2Fmerchandising&iid=9650d116-3ed7-49b1-a536-b011778042cc.GVOFW8FBDXP9FEX7.SEARCH&ppt=clp&ppn=the-gift-card-store&ssid=j6cz1vbd000000001683133376162,https://rukminim1.flixcart.com/image/612/612/kfmv9u80/e-gift-voucher/z/g/t/open-yatra-2000-original-imafwfspwhdchxdp.jpeg?q=70,Travel
46,Male,Friend,New year,970,3000,makemytrip Digital Gift Card,4.3,https://www.flipkart.com/makemytrip-digital-gift-card/p/itm08f892a88e2cf?pid=GVOG3VZUBBZC6PRF&lid=LSTGVOG3VZUBBZC6PRFQVNRKN&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_39&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_3_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_7ZS4D4BETKXL_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_3_NA_view-all_6&fm=neo%2Fmerchandising&iid=9650d116-3ed7-49b1-a536-b011778042cc.GVOG3VZUBBZC6PRF.SEARCH&ppt=browse&ppn=browse&ssid=j6cz1vbd000000001683133376162,https://rukminim1.flixcart.com/image/612/612/kppt47k0/e-gift-voucher/b/l/f/holiday-makemytrip-5000-original-imag3vzuujgrhvr5.jpeg?q=70,Travel
25,Male,For Him,Birthday,24500,3000,Taj Hotels Hotels Digital Gift Card,4.3,https://www.flipkart.com/taj-hotels-digital-gift-card/p/itm20dc8723cae81?pid=GVOFW223ZWGVTYU6&lid=LSTGVOFW223ZWGVTYU6LWOE7E&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_4&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_3_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_7ZS4D4BETKXL_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_3_NA_view-all_6&fm=neo%2Fmerchandising&iid=9650d116-3ed7-49b1-a536-b011778042cc.GVOFW223ZWGVTYU6.SEARCH&ppt=clp&ppn=the-gift-card-store&ssid=j6cz1vbd000000001683133376162,https://rukminim1.flixcart.com/image/612/612/kfmv9u80/e-gift-voucher/8/r/k/hotels-taj-hotels-10000-original-imafw2235bfjm3zx.jpeg?q=70,Travel
43,Male,Brother,Diwali,9850,3000,Uber Digital Gift Card,4.3,https://www.flipkart.com/uber-digital-gift-card/p/itm6373abc4108bb?pid=GVOFW2694J8Z6NQE&lid=LSTGVOFW2694J8Z6NQEZVPSHJ&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_8&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_3_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_7ZS4D4BETKXL_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_3_NA_view-all_6&fm=neo%2Fmerchandising&iid=9650d116-3ed7-49b1-a536-b011778042cc.GVOFW2694J8Z6NQE.SEARCH&ppt=clp&ppn=the-gift-card-store&ssid=j6cz1vbd000000001683133376162,https://rukminim1.flixcart.com/image/612/612/xif0q/e-gift-voucher/z/g/z/open-anyone-uber-10000-original-imagmmdpdy8cmgqg.jpeg?q=70,Travel
35,Female,Sister,Diwali,9700,3000,EaseMyTrip Digital Gift Card,4.3,https://www.flipkart.com/easemytrip-digital-gift-card/p/itme82df7acf459f?pid=GVOGHVCFQA5ZXCPP&lid=LSTGVOGHVCFQA5ZXCPPRHWSBI&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_12&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_3_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_7ZS4D4BETKXL_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_3_NA_view-all_6&fm=neo%2Fmerchandising&iid=9650d116-3ed7-49b1-a536-b011778042cc.GVOGHVCFQA5ZXCPP.SEARCH&ppt=clp&ppn=the-gift-card-store&ssid=j6cz1vbd000000001683133376162,https://rukminim1.flixcart.com/image/612/612/xif0q/e-gift-voucher/m/8/m/open-anyone-easemytrip-10000-original-imaghvcfqkentrzn.jpeg?q=70,Travel
46,Male,Husband,New year,7350,3000,makemytrip Holiday Digital Gift Card,4.3,https://www.flipkart.com/makemytrip-holiday-digital-gift-card/p/itm3574af366c5ea?pid=GVOGGJNNKHRBYFX9&lid=LSTGVOGGJNNKHRBYFX9NSUM94&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_16&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_3_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_7ZS4D4BETKXL_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_3_NA_view-all_6&fm=neo%2Fmerchandising&iid=9650d116-3ed7-49b1-a536-b011778042cc.GVOGGJNNKHRBYFX9.SEARCH&ppt=clp&ppn=the-gift-card-store&ssid=j6cz1vbd000000001683133376162,https://rukminim1.flixcart.com/image/612/612/kfmv9u80/e-gift-voucher/y/f/6/holiday-makemytrip-1000-original-imafwfp2hrcddr2n.jpeg?q=70,Travel
49,Female,Wife,New year,7388,3000,Uber Digital Gift Card,4.3,https://www.flipkart.com/uber-digital-gift-card/p/itmb0a7bcc8456e4?pid=GVOFW267XYXZNM8S&lid=LSTGVOFW267XYXZNM8SMZGOY0&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_20&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_3_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_7ZS4D4BETKXL_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_3_NA_view-all_6&fm=neo%2Fmerchandising&iid=9650d116-3ed7-49b1-a536-b011778042cc.GVOFW267XYXZNM8S.SEARCH&ppt=clp&ppn=the-gift-card-store&ssid=j6cz1vbd000000001683133376162,https://rukminim1.flixcart.com/image/612/612/xif0q/e-gift-voucher/z/g/z/open-anyone-uber-10000-original-imagmmdpdy8cmgqg.jpeg?q=70,Travel
